time,cell1Vol,cell2Vol,cell3Vol,cell4Vol,cell5Vol,cell6Vol,cell7Vol,cell8Vol,stackVol,ts1,ts2,ts3,ts4,current,SOC_box_Counter,SOC_cell1,SOC_cell2,SOC_cell3,SOC_cell4,SOC_cell5,SOC_cell6,SOC_cell7,SOC_cell8,r_cell1,r_cell2,r_cell3,r_cell4,r_cell5,r_cell6,r_cell7,r_cell8,dVdC1,dVdC2,dVdC3,dVdC4,dVdC5,dVdC6,dVdC7,dVdC8,CB_bits,controlBits,Cali_bits,SOC_box_cal,SOC_box_show
1741318095.7408195,3.170,3.181,3.179,3.162,3.159,3.178,3.161,3.173,25.250,24.9,25.0,25.1,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318096.7428982,3.170,3.181,3.179,3.162,3.159,3.178,3.160,3.173,25.250,24.9,25.0,25.2,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318097.7651148,3.170,3.181,3.179,3.162,3.159,3.178,3.160,3.173,25.250,24.9,25.0,25.2,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318098.7691126,3.171,3.181,3.178,3.161,3.159,3.178,3.160,3.172,25.240,24.9,25.0,25.1,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318099.7770138,3.170,3.180,3.178,3.162,3.159,3.177,3.160,3.171,25.250,24.9,25.0,25.1,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318100.782084,3.170,3.180,3.178,3.162,3.159,3.177,3.160,3.171,25.250,24.9,25.0,25.1,25.3,0.0,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318101.7897913,3.169,3.179,3.177,3.162,3.158,3.177,3.159,3.171,25.250,25.0,25.0,25.2,25.3,-7.2,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318102.8012629,3.169,3.179,3.177,3.162,3.158,3.177,3.159,3.171,25.250,25.0,25.0,25.2,25.3,-7.2,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318103.8094187,3.166,3.178,3.175,3.159,3.155,3.174,3.157,3.168,25.210,24.9,25.0,25.1,25.3,-7.1,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,0,4.62,4.62
1741318104.8115275,3.167,3.176,3.172,3.158,3.154,3.172,3.154,3.166,25.200,24.9,25.0,25.1,25.3,-7.1,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,120.000,0.000,40.000,40.000,80.000,40.000,0.000,0,0,255,4.62,4.62
