time,cell1Vol,cell2Vol,cell3Vol,cell4Vol,cell5Vol,cell6Vol,cell7Vol,cell8Vol,stackVol,ts1,ts2,ts3,ts4,current,SOC_box_Counter,SOC_cell1,SOC_cell2,SOC_cell3,SOC_cell4,SOC_cell5,SOC_cell6,SOC_cell7,SOC_cell8,r_cell1,r_cell2,r_cell3,r_cell4,r_cell5,r_cell6,r_cell7,r_cell8,dVdC1,dVdC2,dVdC3,dVdC4,dVdC5,dVdC6,dVdC7,dVdC8,CB_bits,controlBits,Cali_bits,SOC_box_cal,SOC_box_show
1741742567.266587,3.262,3.266,3.265,3.264,3.265,3.265,3.265,3.263,26.000,29.1,29.4,29.1,29.5,80.0,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.71,8.72,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0,0,0,8.71,8.71
1741742568.278699,3.262,3.266,3.265,3.265,3.265,3.265,3.266,3.263,26.010,29.1,29.4,29.1,29.5,80.0,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,25.000,0.000,0.000,0,0,0,8.72,8.72
1741742569.2902162,3.262,3.266,3.265,3.265,3.265,3.265,3.266,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.73,8.73
1741742570.3065896,3.262,3.266,3.265,3.265,3.265,3.265,3.266,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,8.73,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.73,8.73
1741742571.3200362,3.262,3.266,3.265,3.265,3.265,3.266,3.265,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.74,8.74,8.74,8.74,8.75,8.73,8.73,8.73,8.73,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.74,8.74
1741742572.3340561,3.262,3.266,3.265,3.265,3.265,3.266,3.265,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.74,8.74,8.74,8.74,8.75,8.75,8.75,8.75,8.75,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.75,8.75
1741742573.334952,3.262,3.266,3.265,3.265,3.265,3.265,3.266,3.263,26.000,29.1,29.4,29.1,29.5,80.0,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.75,8.75
1741742574.3396502,3.262,3.266,3.265,3.265,3.265,3.266,3.265,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,8.76,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0,0,0,8.77,8.77
1741742575.3478436,3.262,3.266,3.265,3.265,3.265,3.266,3.265,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,8.77,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0,0,0,8.77,8.77
1741742576.353867,3.262,3.266,3.265,3.265,3.265,3.266,3.266,3.263,25.990,29.1,29.4,29.1,29.5,80.0,8.78,8.78,8.77,8.77,8.77,8.77,8.77,8.77,8.77,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0,0,0,8.78,8.78
