time,cell1Vol,cell2Vol,cell3Vol,cell4Vol,cell5Vol,cell6Vol,cell7Vol,cell8Vol,stackVol,ts1,ts2,ts3,ts4,current,SOC_box_Counter,SOC_cell1,SOC_cell2,SOC_cell3,SOC_cell4,SOC_cell5,SOC_cell6,SOC_cell7,SOC_cell8,r_cell1,r_cell2,r_cell3,r_cell4,r_cell5,r_cell6,r_cell7,r_cell8,dVdC1,dVdC2,dVdC3,dVdC4,dVdC5,dVdC6,dVdC7,dVdC8,CB_bits,controlBits,Cali_bits,SOC_box_cal,SOC_box_show
1741065831.8655834,3.402,3.381,3.392,3.387,3.392,3.398,3.386,3.394,27.010,25.9,25.9,26.0,26.1,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,0.000,400.000,200.000,0.000,200.000,0.000,0.000,0,0,0,99.97,99.97
1741065832.874022,3.401,3.383,3.391,3.386,3.392,3.398,3.385,3.393,27.010,25.9,25.9,26.0,26.2,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,0.000,400.000,200.000,0.000,200.000,0.000,0.000,0,0,0,99.97,99.97
1741065833.8863733,3.401,3.383,3.391,3.386,3.392,3.398,3.385,3.393,27.010,25.9,25.9,26.0,26.2,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,0.000,200.000,200.000,0,0,0,99.97,99.97
1741065834.888271,3.400,3.380,3.390,3.387,3.392,3.399,3.384,3.393,27.000,25.8,25.9,26.0,26.2,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,0.000,200.000,200.000,0,0,0,99.97,99.97
1741065835.8986099,3.402,3.381,3.392,3.385,3.392,3.398,3.384,3.393,27.000,25.8,25.9,26.0,26.2,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,0.000,200.000,200.000,0,0,0,99.97,99.97
1741065836.912359,3.402,3.381,3.392,3.385,3.392,3.398,3.385,3.393,27.010,25.8,25.9,26.7,26.2,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,0.000,200.000,200.000,0,0,0,99.97,99.97
1741065837.9245865,3.402,3.380,3.391,3.386,3.391,3.398,3.384,3.393,27.000,25.8,25.9,26.0,26.1,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,0.000,200.000,200.000,0,0,0,99.97,99.97
1741065838.9398153,3.402,3.380,3.391,3.386,3.391,3.398,3.384,3.393,27.000,25.8,25.9,26.0,26.1,-10.0,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,200.000,200.000,200.000,0,0,0,99.97,99.97
1741065839.9474828,3.401,3.380,3.390,3.386,3.392,3.398,3.385,3.393,27.000,26.0,25.9,26.0,26.2,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.97,99.97,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,200.000,200.000,200.000,0,0,0,99.96,99.96
1741065840.9617765,3.400,3.380,3.390,3.386,3.391,3.397,3.385,3.393,27.000,26.0,25.9,26.0,26.2,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,200.000,200.000,200.000,0,0,0,99.96,99.96
1741065841.967576,3.400,3.380,3.390,3.386,3.391,3.397,3.385,3.393,27.000,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,200.000,200.000,200.000,0,0,0,99.96,99.96
1741065842.9830647,3.401,3.379,3.391,3.386,3.390,3.398,3.384,3.392,27.020,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,200.000,200.000,200.000,0,0,0,99.96,99.96
1741065843.991858,3.401,3.379,3.391,3.386,3.390,3.398,3.384,3.392,27.020,25.9,25.9,26.1,26.2,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,800.000,200.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065845.0049133,3.399,3.380,3.390,3.386,3.391,3.397,3.384,3.392,27.010,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,800.000,200.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065846.0060244,3.400,3.379,3.391,3.386,3.391,3.397,3.384,3.392,27.010,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,800.000,200.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065847.0073335,3.400,3.379,3.391,3.385,3.391,3.397,3.384,3.392,27.000,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,800.000,200.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065848.0183136,3.400,3.381,3.390,3.384,3.391,3.396,3.384,3.392,27.000,25.9,25.9,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,800.000,200.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065849.030329,3.400,3.381,3.390,3.384,3.391,3.396,3.384,3.392,27.000,25.8,26.0,26.1,26.1,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,0.000,400.000,0.000,0.000,200.000,0,0,0,99.96,99.96
1741065850.0449817,3.401,3.379,3.390,3.385,3.390,3.396,3.384,3.392,27.000,25.8,26.0,26.0,26.2,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,200.000,0.000,200.000,0.000,200.000,0,0,0,99.96,99.96
1741065851.056148,3.401,3.379,3.390,3.385,3.390,3.396,3.384,3.392,27.000,25.8,26.0,26.0,26.2,-10.0,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,99.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,200.000,0.000,200.000,0.000,200.000,0,0,0,99.95,99.95
1741065852.06333,3.397,3.379,3.390,3.385,3.390,3.396,3.384,3.391,27.000,25.9,25.9,26.0,26.1,-10.0,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,200.000,0.000,200.000,0.000,200.000,0,0,0,99.95,99.95
1741065853.072341,3.397,3.379,3.388,3.384,3.390,3.395,3.383,3.390,27.010,25.9,25.9,26.0,26.1,-10.0,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,200.000,0.000,200.000,0.000,200.000,0,0,0,99.95,99.95
1741065854.0772042,3.397,3.379,3.388,3.384,3.390,3.395,3.383,3.390,27.010,25.8,25.9,26.1,26.3,-10.0,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,600.000,0.000,0.000,200.000,0.000,200.000,0.000,200.000,0,0,0,99.95,99.95
1741065855.090039,3.399,3.379,3.389,3.384,3.390,3.396,3.383,3.391,26.990,25.9,25.9,26.0,26.1,-10.0,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,0.000,400.000,600.000,0.000,0.000,0.000,0.000,0,0,0,99.95,99.95
1741065856.1017585,3.399,3.379,3.389,3.384,3.390,3.396,3.383,3.391,26.990,25.9,25.9,26.0,26.1,-10.0,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,400.000,0.000,400.000,600.000,0.000,0.000,0.000,0.000,0,0,0,99.95,99.95
