time,cell1Vol,cell2Vol,cell3Vol,cell4Vol,cell5Vol,cell6Vol,cell7Vol,cell8Vol,stackVol,ts1,ts2,ts3,ts4,current,SOC_box,SOC_cell1,SOC_cell2,SOC_cell3,SOC_cell4,SOC_cell5,SOC_cell6,SOC_cell7,SOC_cell8
1735110128.506336,3.394,3.374,3.373,3.374,3.374,3.374,3.374,3.370,26.890,25.7,25.7,25.9,26.0,49.8,47.85,47.85,47.85,47.85,47.86,47.86,47.86,47.86,47.87
1735110129.5092735,3.395,3.374,3.373,3.373,3.374,3.374,3.374,3.369,26.900,25.7,25.7,25.8,25.9,49.8,47.85,47.86,47.86,47.86,47.86,47.86,47.87,47.87,47.87
1735110130.5127795,3.395,3.374,3.374,3.374,3.375,3.374,3.375,3.370,26.890,25.7,25.8,25.9,26.0,49.8,47.86,47.86,47.87,47.87,47.87,47.87,47.87,47.88,47.88
1735110131.525904,3.395,3.375,3.374,3.375,3.375,3.375,3.376,3.371,26.900,25.7,25.7,25.9,25.9,49.8,47.87,47.87,47.87,47.87,47.87,47.87,47.88,47.88,47.88
1735110132.5422428,3.395,3.375,3.375,3.375,3.375,3.375,3.376,3.371,26.910,25.7,25.8,25.8,25.9,49.9,47.87,47.87,47.87,47.88,47.88,47.88,47.88,47.88,47.89
1735110133.5451705,3.396,3.375,3.376,3.376,3.376,3.375,3.376,3.371,26.900,25.7,25.7,25.8,25.9,49.8,47.87,47.88,47.88,47.88,47.88,47.89,47.89,47.89,47.89
1735110134.5463178,3.374,3.366,3.365,3.366,3.366,3.366,3.366,3.362,26.810,25.7,25.8,25.8,25.9,20.0,47.88,47.88,47.88,47.89,47.89,47.89,47.89,47.89,47.90
1735110135.5472794,3.374,3.365,3.365,3.365,3.365,3.365,3.366,3.361,26.800,25.7,25.8,25.8,25.9,19.9,47.88,47.88,47.89,47.89,47.89,47.89,47.89,47.90,47.90
1735110136.5559523,3.373,3.364,3.364,3.365,3.365,3.365,3.365,3.361,26.810,25.7,25.7,25.8,25.9,19.9,47.88,47.89,47.89,47.89,47.89,47.89,47.90,47.90,47.90
1735110137.5673604,3.372,3.365,3.364,3.365,3.365,3.365,3.365,3.361,26.800,25.7,25.7,25.9,25.9,19.8,47.89,47.89,47.89,47.89,47.89,47.90,47.90,47.90,47.90
1735110138.5802734,3.373,3.364,3.364,3.364,3.365,3.364,3.365,3.361,26.800,25.7,25.7,25.8,25.9,19.9,47.89,47.89,47.89,47.90,47.90,47.90,47.90,47.90,47.91
