time,cell1Vol,cell2Vol,cell3Vol,cell4Vol,cell5Vol,cell6Vol,cell7Vol,cell8Vol,stackVol,ts1,ts2,ts3,ts4,current,SOC_box,SOC_cell1,SOC_cell2,SOC_cell3,SOC_cell4,SOC_cell5,SOC_cell6,SOC_cell7,SOC_cell8,r_cell1,r_cell2,r_cell3,r_cell4,r_cell5,r_cell6,r_cell7,r_cell8,dVdC1,dVdC2,dVdC3,dVdC4,dVdC5,dVdC6,dVdC7,dVdC8,CB_bits,controlBits
1737442917.751584,3.199,3.198,3.202,3.194,3.199,3.199,3.199,3.198,25.490,26.7,26.9,26.5,26.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442918.7527995,3.199,3.198,3.200,3.194,3.198,3.199,3.198,3.198,25.470,26.7,26.9,26.5,26.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442919.770154,3.199,3.198,3.200,3.194,3.198,3.199,3.198,3.198,25.470,26.6,26.4,26.7,26.5,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442920.7767606,3.198,3.199,3.203,3.196,3.199,3.199,3.198,3.198,25.460,26.8,26.4,26.9,26.5,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442921.7805521,3.198,3.199,3.203,3.196,3.199,3.199,3.198,3.198,25.460,26.8,26.4,26.9,26.5,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442922.7956102,3.199,3.199,3.196,3.198,3.199,3.199,3.198,3.198,25.470,26.7,26.4,26.7,26.8,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442923.8069212,3.199,3.198,3.197,3.195,3.198,3.199,3.198,3.198,25.460,26.7,26.4,26.7,26.8,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442924.8098857,3.199,3.198,3.197,3.195,3.198,3.199,3.198,3.198,25.460,26.8,26.7,26.8,27.1,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442925.8203576,3.198,3.199,3.200,3.194,3.199,3.199,3.198,3.198,25.470,26.7,26.9,26.6,26.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442926.8265839,3.198,3.199,3.200,3.194,3.199,3.199,3.198,3.198,25.470,26.7,26.9,26.6,26.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442927.8313446,3.198,3.198,3.197,3.194,3.199,3.199,3.199,3.198,25.460,26.6,26.4,26.8,26.8,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
1737442928.8463814,3.199,3.198,3.200,3.199,3.199,3.199,3.198,3.198,25.470,26.6,26.4,26.8,26.8,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
